Time,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC,Wooolmark - Wear Wool Not Fossil Fuel 60 TVC
42.4,0.2525,0.7082,0.627,0.5672,0.3311,0.4491,0.5816,0.3737,0.4777,0.514,0.4867,0.5003
42.5,0.2994,0.7027,0.6402,0.5563,0.3385,0.4474,0.5806,0.3863,0.4835,0.5035,0.4862,0.4949
42.6,0.3515,0.6935,0.6505,0.5406,0.3444,0.4425,0.5774,0.3954,0.4864,0.4946,0.4862,0.4904
42.7,0.4078,0.6815,0.6583,0.521,0.3486,0.4348,0.572,0.4014,0.4867,0.488,0.4872,0.4876
42.8,0.4662,0.6675,0.6641,0.4984,0.3509,0.4247,0.5649,0.4053,0.4851,0.4844,0.4898,0.4871
42.9,0.5249,0.6518,0.668,0.4735,0.3508,0.4122,0.5567,0.4075,0.4821,0.4844,0.4941,0.4892
43,0.5825,0.6341,0.67,0.4468,0.3484,0.3976,0.5475,0.4087,0.4781,0.488,0.5,0.494
43.1,0.6385,0.6137,0.6697,0.4189,0.3436,0.3812,0.5372,0.4094,0.4733,0.4951,0.5072,0.5011
43.2,0.6917,0.5898,0.6666,0.3896,0.3365,0.3631,0.5255,0.4096,0.4676,0.5058,0.5151,0.5105
43.3,0.7413,0.5618,0.6604,0.3598,0.3272,0.3435,0.513,0.4094,0.4612,0.5196,0.5235,0.5215
43.4,0.7862,0.5301,0.6505,0.3306,0.3155,0.323,0.5003,0.4093,0.4548,0.5358,0.5317,0.5338
43.5,0.8258,0.4959,0.6366,0.3031,0.3017,0.3024,0.4885,0.4098,0.4492,0.5534,0.5397,0.5466
43.6,0.8583,0.4611,0.6184,0.2796,0.286,0.2828,0.4779,0.412,0.4449,0.5715,0.5475,0.5595
43.7,0.8811,0.4276,0.5961,0.2621,0.2684,0.2652,0.4683,0.4168,0.4425,0.589,0.5551,0.5721
43.8,0.892,0.396,0.5697,0.2504,0.2484,0.2494,0.4591,0.4242,0.4417,0.6054,0.5622,0.5838
43.9,0.8895,0.3666,0.5393,0.2432,0.2254,0.2343,0.4503,0.434,0.4422,0.6203,0.5687,0.5945
44,0.8728,0.34,0.5058,0.2391,0.1998,0.2195,0.4424,0.4458,0.4441,0.6341,0.5746,0.6044
44.1,0.8427,0.3173,0.4707,0.2392,0.1735,0.2064,0.4365,0.4596,0.4481,0.6477,0.5808,0.6143
44.2,0.8009,0.2992,0.4358,0.2438,0.1481,0.196,0.4339,0.4758,0.4548,0.6617,0.5876,0.6247
44.3,0.75,0.2855,0.4029,0.2518,0.1245,0.1882,0.4352,0.4941,0.4646,0.6757,0.5952,0.6355
44.4,0.6922,0.275,0.3732,0.2603,0.102,0.1811,0.4403,0.513,0.4766,0.689,0.6034,0.6462
44.5,0.6293,0.2668,0.3474,0.2672,0.0808,0.174,0.4486,0.531,0.4898,0.7013,0.6124,0.6568
44.6,0.5621,0.2607,0.3262,0.2725,0.0618,0.1671,0.4595,0.5468,0.5032,0.7134,0.6229,0.6681
44.7,0.4919,0.2573,0.3103,0.2782,0.0471,0.1627,0.4724,0.56,0.5162,0.7258,0.6353,0.6806
44.8,0.421,0.2566,0.3,0.2857,0.0384,0.162,0.4866,0.5707,0.5286,0.7384,0.6497,0.694
44.9,0.352,0.2585,0.2955,0.2944,0.0363,0.1653,0.5013,0.5797,0.5405,0.7502,0.6656,0.7079
45,0.2847,0.2627,0.2965,0.3039,0.0409,0.1724,0.5162,0.5881,0.5521,0.7608,0.6823,0.7216
45.1,0.2177,0.2696,0.3029,0.3146,0.053,0.1838,0.5316,0.5973,0.5645,0.7698,0.6998,0.7348
45.2,0.1495,0.2803,0.3154,0.3283,0.0745,0.2014,0.5487,0.6091,0.5789,0.7773,0.7182,0.7478
45.3,0.0805,0.2953,0.3339,0.3461,0.1078,0.227,0.5682,0.6241,0.5961,0.7837,0.7379,0.7608
45.4,0.0129,0.3148,0.358,0.3686,0.1541,0.2614,0.5897,0.6421,0.6159,0.7896,0.7584,0.774
45.5,-0.0501,0.338,0.3853,0.3953,0.213,0.3042,0.6119,0.6613,0.6366,0.7951,0.7785,0.7868
45.6,-0.1061,0.3641,0.4138,0.4263,0.2821,0.3542,0.6332,0.6803,0.6568,0.7999,0.7969,0.7984
45.7,-0.1529,0.3925,0.4418,0.4616,0.3582,0.4099,0.6527,0.6985,0.6756,0.8031,0.812,0.8076
45.8,-0.1899,0.4224,0.4692,0.5006,0.4373,0.4689,0.6704,0.7163,0.6933,0.8034,0.8233,0.8134
45.9,-0.2173,0.4523,0.4959,0.5404,0.5143,0.5274,0.6865,0.7337,0.7101,0.7996,0.8301,0.8149
46,-0.2364,0.4807,0.5209,0.578,0.5843,0.5811,0.7013,0.7502,0.7258,0.7908,0.8324,0.8116
46.1,-0.2487,0.5065,0.5425,0.6119,0.6433,0.6276,0.7145,0.7651,0.7398,0.7769,0.83,0.8034
46.2,-0.2543,0.5292,0.5593,0.6421,0.6895,0.6658,0.7261,0.7774,0.7517,0.7577,0.8229,0.7903
46.3,-0.2522,0.5484,0.5705,0.6697,0.722,0.6958,0.7357,0.7862,0.7609,0.7325,0.811,0.7718
46.4,-0.2418,0.5634,0.576,0.6955,0.741,0.7182,0.7431,0.7902,0.7666,0.701,0.7947,0.7479
46.5,-0.2239,0.5736,0.5758,0.7194,0.7468,0.7331,0.748,0.7886,0.7683,0.6634,0.7748,0.7191
46.6,-0.2004,0.5788,0.5696,0.7403,0.7398,0.74,0.7505,0.7804,0.7654,0.6207,0.7524,0.6865
46.7,-0.1735,0.5788,0.5572,0.7567,0.7214,0.739,0.75,0.7655,0.7578,0.5749,0.7285,0.6517
46.8,-0.1455,0.574,0.5395,0.7672,0.6928,0.73,0.7461,0.7446,0.7454,0.5287,0.7045,0.6166
46.9,-0.1184,0.5647,0.5181,0.7709,0.6557,0.7133,0.7383,0.7188,0.7286,0.4855,0.682,0.5838
47,-0.094,0.5518,0.496,0.7676,0.6121,0.6898,0.7266,0.6899,0.7082,0.4482,0.6621,0.5552
47.1,-0.0736,0.5358,0.4756,0.758,0.5645,0.6613,0.7111,0.66,0.6856,0.4189,0.6454,0.5322
47.2,-0.0588,0.5169,0.4586,0.7428,0.5162,0.6295,0.6925,0.631,0.6618,0.3981,0.6315,0.5148
47.3,-0.0506,0.4951,0.4449,0.7221,0.4693,0.5957,0.6711,0.6038,0.6375,0.3848,0.6198,0.5023
47.4,-0.0495,0.4706,0.4338,0.6954,0.4254,0.5604,0.6472,0.5784,0.6128,0.3775,0.6093,0.4934
47.5,-0.0545,0.4438,0.4246,0.6629,0.3853,0.5241,0.621,0.5544,0.5877,0.3749,0.5995,0.4872
47.6,-0.0645,0.4157,0.4173,0.6248,0.3493,0.4871,0.5928,0.5317,0.5623,0.3759,0.5905,0.4832
47.7,-0.0781,0.3876,0.4124,0.5826,0.3177,0.4502,0.5634,0.5106,0.537,0.3797,0.583,0.4814
47.8,-0.0938,0.3608,0.4103,0.5387,0.2905,0.4146,0.5335,0.4915,0.5125,0.3859,0.578,0.482
47.9,-0.11,0.3362,0.4109,0.4959,0.2674,0.3817,0.5036,0.4747,0.4891,0.3943,0.5765,0.4854
48,-0.1249,0.3144,0.4139,0.457,0.2483,0.3526,0.4744,0.4601,0.4672,0.4047,0.5788,0.4917
48.1,-0.1369,0.2962,0.4188,0.4236,0.2324,0.328,0.4464,0.448,0.4472,0.4165,0.5846,0.5005
48.2,-0.1447,0.2824,0.4253,0.3964,0.2195,0.3079,0.4205,0.4385,0.4295,0.429,0.5935,0.5113
48.3,-0.1476,0.2735,0.4333,0.3749,0.2088,0.2918,0.3971,0.4317,0.4144,0.4418,0.6049,0.5234
48.4,-0.1461,0.2693,0.4424,0.3585,0.1999,0.2792,0.3768,0.4269,0.4018,0.4545,0.6187,0.5366
48.5,-0.1401,0.2696,0.4522,0.3467,0.1924,0.2696,0.3596,0.4233,0.3914,0.4671,0.6353,0.5512
48.6,-0.1286,0.2736,0.4621,0.3396,0.1861,0.2628,0.3453,0.4203,0.3828,0.4802,0.6552,0.5677
48.7,-0.1111,0.281,0.4717,0.3369,0.1804,0.2587,0.3339,0.417,0.3754,0.4939,0.678,0.586
48.8,-0.0881,0.2916,0.4807,0.3385,0.1751,0.2568,0.3251,0.4131,0.3691,0.5081,0.7032,0.6056
48.9,-0.0609,0.3052,0.4891,0.3439,0.1699,0.2569,0.3195,0.4086,0.364,0.5216,0.7293,0.6255
49,-0.0312,0.3219,0.4973,0.3532,0.1652,0.2592,0.3178,0.4032,0.3605,0.5338,0.7552,0.6445
49.1,-0.0002,0.342,0.5055,0.3661,0.1616,0.2639,0.3208,0.397,0.3589,0.5447,0.7797,0.6622
49.2,0.0321,0.3659,0.5141,0.3823,0.1601,0.2712,0.3297,0.3908,0.3603,0.5553,0.8023,0.6788
49.3,0.065,0.3936,0.5234,0.4015,0.1618,0.2817,0.3456,0.3858,0.3657,0.5673,0.8225,0.6949
49.4,0.098,0.4245,0.5335,0.4235,0.1684,0.296,0.3691,0.383,0.3761,0.5816,0.84,0.7108
49.5,0.1296,0.4578,0.5439,0.4481,0.1815,0.3148,0.4003,0.3832,0.3918,0.5982,0.8543,0.7263
49.6,0.1599,0.4921,0.5537,0.4746,0.2027,0.3386,0.4384,0.3862,0.4123,0.6165,0.8644,0.7404
49.7,0.1898,0.5258,0.5622,0.5015,0.233,0.3673,0.4821,0.3915,0.4368,0.6355,0.8695,0.7525
49.8,0.2201,0.5571,0.5685,0.5271,0.2729,0.4,0.5297,0.3991,0.4644,0.6546,0.8689,0.7617
49.9,0.2499,0.585,0.5721,0.549,0.3215,0.4352,0.5787,0.4092,0.494,0.6731,0.8622,0.7677
50,0.2772,0.6085,0.5727,0.565,0.3766,0.4708,0.6261,0.422,0.5241,0.6898,0.8494,0.7696
50.1,0.3001,0.6275,0.5698,0.5738,0.4349,0.5044,0.668,0.4365,0.5523,0.7035,0.83,0.7667
50.2,0.3177,0.642,0.5636,0.5753,0.4925,0.5339,0.7018,0.4517,0.5768,0.7134,0.8045,0.7589
50.3,0.3299,0.652,0.5547,0.5705,0.5453,0.5579,0.7268,0.4667,0.5967,0.7192,0.7736,0.7464
50.4,0.3364,0.6579,0.5436,0.5607,0.5909,0.5758,0.7435,0.4807,0.6121,0.7202,0.7378,0.729
50.5,0.3368,0.6598,0.5303,0.5467,0.628,0.5873,0.7525,0.4926,0.6225,0.716,0.6977,0.7069
50.6,0.3306,0.658,0.5146,0.5291,0.6563,0.5927,0.7539,0.5007,0.6273,0.7059,0.6536,0.6797
50.7,0.3195,0.653,0.4967,0.5082,0.6764,0.5923,0.7485,0.5039,0.6262,0.6901,0.6069,0.6485
50.8,0.3059,0.6454,0.477,0.4855,0.6887,0.5871,0.7373,0.5016,0.6194,0.6697,0.5598,0.6147
50.9,0.2925,0.6362,0.4565,0.4631,0.6937,0.5784,0.7219,0.4946,0.6083,0.6464,0.515,0.5807
51,0.281,0.626,0.4355,0.4427,0.6916,0.5671,0.7038,0.4835,0.5936,0.6213,0.4743,0.5478
51.1,0.2723,0.6153,0.4143,0.4252,0.6827,0.5539,0.6839,0.4689,0.5764,0.5951,0.4389,0.517
51.2,0.2666,0.6042,0.3925,0.4106,0.6676,0.5391,0.6629,0.4514,0.5571,0.5687,0.409,0.4888
51.3,0.2635,0.5931,0.3703,0.3994,0.6474,0.5234,0.6414,0.4315,0.5365,0.5429,0.3843,0.4636
51.4,0.2626,0.5822,0.3478,0.3925,0.6232,0.5079,0.6202,0.4102,0.5152,0.5186,0.3645,0.4415
51.5,0.264,0.5722,0.3253,0.3907,0.5963,0.4935,0.6002,0.3883,0.4943,0.4964,0.3492,0.4228
51.6,0.2676,0.5633,0.3032,0.3933,0.5676,0.4804,0.5819,0.3661,0.474,0.4769,0.3384,0.4076
51.7,0.2733,0.5554,0.2816,0.3989,0.5374,0.4682,0.5653,0.3437,0.4545,0.4601,0.3321,0.3961
51.8,0.281,0.548,0.2613,0.4069,0.5062,0.4565,0.5502,0.3212,0.4357,0.4458,0.3306,0.3882
51.9,0.2911,0.5404,0.243,0.4166,0.4743,0.4455,0.5361,0.2994,0.4178,0.434,0.3337,0.3838
52,0.3034,0.5319,0.2279,0.4275,0.4422,0.4349,0.5225,0.2796,0.401,0.4243,0.3405,0.3824
52.1,0.3164,0.5223,0.217,0.438,0.4107,0.4243,0.5091,0.2628,0.386,0.4168,0.3501,0.3834
52.2,0.3273,0.5112,0.2108,0.4469,0.3804,0.4137,0.4961,0.2496,0.3729,0.4116,0.3615,0.3865
52.3,0.333,0.4984,0.2093,0.4536,0.3524,0.403,0.4836,0.2399,0.3618,0.4089,0.3741,0.3915
52.4,0.3321,0.484,0.2119,0.4579,0.3271,0.3925,0.4715,0.2336,0.3526,0.4082,0.3876,0.3979
52.5,0.3242,0.4679,0.2183,0.4598,0.3047,0.3822,0.4595,0.231,0.3453,0.409,0.4014,0.4052
52.6,0.309,0.4498,0.2282,0.4589,0.285,0.3719,0.4476,0.2324,0.34,0.4102,0.415,0.4126
52.7,0.2858,0.4284,0.2417,0.4548,0.268,0.3614,0.4357,0.2377,0.3367,0.4109,0.427,0.4189
52.8,0.2533,0.403,0.259,0.4477,0.2534,0.3506,0.4244,0.2465,0.3355,0.4104,0.4369,0.4236
52.9,0.2106,0.373,0.2796,0.4379,0.2413,0.3396,0.4142,0.2584,0.3363,0.4088,0.4447,0.4268
53,0.1587,0.3393,0.3026,0.4261,0.2316,0.3289,0.4055,0.2727,0.3391,0.4061,0.4501,0.4281
53.1,0.0996,0.3031,0.327,0.4128,0.2243,0.3186,0.3981,0.2892,0.3436,0.402,0.4527,0.4274
53.2,0.0348,0.2662,0.3522,0.3982,0.2193,0.3088,0.392,0.3071,0.3496,0.3961,0.4515,0.4238
53.3,-0.0346,0.2304,0.378,0.3823,0.2163,0.2993,0.3878,0.3261,0.3569,0.3882,0.4465,0.4174
53.4,-0.1074,0.1971,0.404,0.3651,0.2153,0.2902,0.3858,0.3457,0.3658,0.3787,0.4376,0.4082
53.5,-0.182,0.1673,0.4292,0.3465,0.2163,0.2814,0.3869,0.3654,0.3762,0.3683,0.4257,0.397
53.6,-0.2553,0.1422,0.4527,0.3276,0.2204,0.274,0.3918,0.3851,0.3884,0.3582,0.4117,0.385
53.7,-0.3241,0.1228,0.4736,0.3096,0.2292,0.2694,0.401,0.4047,0.4028,0.3493,0.3965,0.3729
53.8,-0.3854,0.1102,0.4908,0.2942,0.2443,0.2692,0.4149,0.4234,0.4192,0.3421,0.3809,0.3615
53.9,-0.4373,0.1055,0.5034,0.2824,0.2668,0.2746,0.4339,0.4409,0.4374,0.3371,0.3658,0.3515
54,-0.4782,0.1094,0.5113,0.2751,0.297,0.2861,0.4583,0.457,0.4577,0.335,0.3522,0.3436
54.1,-0.5071,0.1226,0.5147,0.2734,0.3347,0.3041,0.4887,0.4721,0.4804,0.3363,0.3412,0.3388
54.2,-0.5233,0.1446,0.5143,0.2785,0.3785,0.3285,0.5246,0.4864,0.5055,0.3416,0.3337,0.3377
54.3,-0.5265,0.1741,0.5106,0.2916,0.4266,0.3591,0.5646,0.5,0.5323,0.3512,0.3303,0.3408
54.4,-0.5183,0.2102,0.5047,0.313,0.4782,0.3956,0.6074,0.5135,0.5604,0.3654,0.3318,0.3486
54.5,-0.5001,0.2523,0.4979,0.3428,0.5327,0.4377,0.651,0.5271,0.589,0.3851,0.339,0.362
54.6,-0.4736,0.2997,0.4919,0.3805,0.5896,0.4851,0.6934,0.5412,0.6173,0.4115,0.3524,0.3819
54.7,-0.4401,0.35,0.488,0.4246,0.6471,0.5359,0.7323,0.5554,0.6438,0.4446,0.372,0.4083
54.8,-0.4016,0.4004,0.4873,0.4716,0.7024,0.587,0.7662,0.5695,0.6678,0.4834,0.3978,0.4406
54.9,-0.3612,0.4483,0.4905,0.5163,0.7523,0.6343,0.7946,0.5831,0.6888,0.5258,0.4292,0.4775
55,-0.3225,0.4915,0.4977,0.555,0.7941,0.6745,0.8178,0.5962,0.707,0.5693,0.4654,0.5174
55.1,-0.2882,0.5283,0.5086,0.586,0.8257,0.7058,0.8366,0.6086,0.7226,0.6112,0.5054,0.5583
55.2,-0.259,0.5572,0.5222,0.6097,0.8456,0.7276,0.8518,0.6197,0.7357,0.6493,0.548,0.5987
55.3,-0.2356,0.5777,0.5372,0.6261,0.8529,0.7395,0.8634,0.6286,0.746,0.6818,0.5913,0.6366
55.4,-0.2187,0.5901,0.5521,0.635,0.8482,0.7416,0.8714,0.635,0.7532,0.7074,0.6331,0.6702
55.5,-0.209,0.596,0.5655,0.6373,0.8334,0.7354,0.8767,0.6388,0.7577,0.7256,0.6718,0.6987
55.6,-0.2058,0.597,0.5768,0.635,0.8113,0.7231,0.8806,0.6404,0.7605,0.7369,0.7065,0.7217
55.7,-0.207,0.594,0.5858,0.6303,0.7843,0.7073,0.8843,0.6401,0.7622,0.7424,0.7362,0.7393
55.8,-0.2105,0.587,0.5924,0.6243,0.7532,0.6887,0.8877,0.638,0.7629,0.7428,0.7598,0.7513
55.9,-0.2154,0.5759,0.5969,0.6168,0.7183,0.6675,0.8901,0.6343,0.7622,0.7386,0.7773,0.758
56,-0.2224,0.5603,0.5995,0.607,0.6799,0.6435,0.8908,0.6291,0.76,0.7309,0.7894,0.7601
56.1,-0.2327,0.5406,0.6006,0.5949,0.6393,0.6171,0.8896,0.6235,0.7566,0.7209,0.7971,0.759
56.2,-0.247,0.5169,0.6007,0.5805,0.5979,0.5892,0.8866,0.6182,0.7524,0.7096,0.8015,0.7556
56.3,-0.2652,0.49,0.5999,0.5644,0.5571,0.5608,0.8816,0.6134,0.7475,0.6974,0.803,0.7502
56.4,-0.2881,0.4602,0.5982,0.5465,0.5176,0.532,0.8735,0.6086,0.7411,0.6841,0.8012,0.7427
56.5,-0.3161,0.4282,0.5956,0.5269,0.4796,0.5032,0.8618,0.6034,0.7326,0.6698,0.7961,0.7329
56.6,-0.3487,0.3946,0.5927,0.5057,0.4436,0.4746,0.8468,0.5982,0.7225,0.6551,0.7882,0.7216
56.7,-0.385,0.36,0.5898,0.4836,0.4103,0.4469,0.8291,0.5937,0.7114,0.6409,0.7792,0.7101
56.8,-0.4238,0.325,0.5869,0.4611,0.3804,0.4207,0.8092,0.5904,0.6998,0.6283,0.7708,0.6995
56.9,-0.4633,0.2906,0.5834,0.4389,0.3543,0.3966,0.787,0.5883,0.6877,0.6178,0.7639,0.6908
57,-0.5015,0.2576,0.579,0.4173,0.3324,0.3749,0.7622,0.5869,0.6746,0.6096,0.7588,0.6842
57.1,-0.5363,0.2272,0.5734,0.3967,0.3148,0.3558,0.7351,0.5857,0.6604,0.6033,0.7554,0.6794
57.2,-0.5662,0.2003,0.5671,0.3774,0.3008,0.3391,0.7065,0.5847,0.6456,0.5982,0.7529,0.6755
57.3,-0.5906,0.1773,0.5606,0.3597,0.2899,0.3248,0.677,0.5844,0.6307,0.5934,0.7505,0.672
57.4,-0.6097,0.158,0.5548,0.3434,0.2813,0.3124,0.6467,0.585,0.6159,0.5881,0.7477,0.6679
57.5,-0.6246,0.142,0.55,0.3287,0.2748,0.3018,0.6143,0.5867,0.6005,0.5816,0.7438,0.6627
57.6,-0.6356,0.129,0.5466,0.3164,0.2708,0.2936,0.579,0.5895,0.5842,0.5736,0.7384,0.656
57.7,-0.6429,0.1194,0.5448,0.3076,0.2702,0.2889,0.5408,0.5933,0.567,0.5642,0.7314,0.6478
57.8,-0.6467,0.1138,0.5445,0.3042,0.2741,0.2892,0.5005,0.5977,0.5491,0.554,0.7231,0.6386
57.9,-0.6472,0.1123,0.5453,0.307,0.2829,0.2949,0.459,0.6017,0.5304,0.5434,0.7139,0.6287
58,-0.6443,0.1139,0.5465,0.3154,0.2957,0.3056,0.4171,0.604,0.5105,0.5328,0.704,0.6184
58.1,-0.636,0.1176,0.5475,0.3289,0.311,0.32,0.3757,0.6039,0.4898,0.5218,0.6934,0.6076
58.2,-0.621,0.1226,0.5484,0.3475,0.327,0.3372,0.337,0.6017,0.4693,0.5102,0.6822,0.5962
58.3,-0.5993,0.1291,0.5488,0.3716,0.3422,0.3569,0.3033,0.5977,0.4505,0.4979,0.6704,0.5842
58.4,-0.5711,0.1377,0.5477,0.4016,0.3561,0.3789,0.277,0.5915,0.4343,0.4855,0.6585,0.572
58.5,-0.5365,0.1486,0.5438,0.4362,0.368,0.4021,0.2597,0.5825,0.4211,0.4736,0.6467,0.5602
58.6,-0.4953,0.1618,0.5365,0.4727,0.377,0.4248,0.2514,0.5704,0.4109,0.4628,0.6355,0.5492
58.7,-0.4485,0.1774,0.5263,0.5093,0.3823,0.4458,0.2518,0.5564,0.4041,0.4532,0.625,0.5391
58.8,-0.3983,0.1954,0.5142,0.5449,0.3837,0.4643,0.2609,0.5424,0.4016,0.445,0.6152,0.5301
58.9,-0.3467,0.216,0.5017,0.5789,0.3823,0.4806,0.2791,0.5298,0.4044,0.4388,0.607,0.5229
59,-0.2941,0.2384,0.49,0.6104,0.3795,0.4949,0.3061,0.5192,0.4126,0.4356,0.6011,0.5183
59.1,-0.2409,0.262,0.4795,0.638,0.3762,0.5071,0.3406,0.5103,0.4255,0.4361,0.5978,0.517
59.2,-0.1886,0.2867,0.4705,0.6604,0.3721,0.5163,0.3802,0.5031,0.4417,0.4402,0.597,0.5186
59.3,-0.1406,0.3132,0.463,0.6772,0.3677,0.5225,0.4223,0.498,0.4602,0.4473,0.5987,0.523
59.4,-0.1,0.3426,0.4572,0.6884,0.364,0.5262,0.4645,0.4955,0.48,0.4573,0.6032,0.5303
59.5,-0.0665,0.375,0.4533,0.6949,0.3621,0.5285,0.505,0.4956,0.5003,0.4701,0.6109,0.5405
59.6,-0.0393,0.4099,0.4514,0.6979,0.3625,0.5302,0.5423,0.4978,0.5201,0.4856,0.6217,0.5537
59.7,-0.0179,0.4462,0.4517,0.6986,0.3656,0.5321,0.5759,0.5015,0.5387,0.5038,0.6352,0.5695
59.8,-0.0023,0.4836,0.4539,0.6987,0.3718,0.5353,0.606,0.5071,0.5565,0.5245,0.6513,0.5879
59.9,0.0077,0.5219,0.4581,0.6997,0.3814,0.5405,0.6326,0.5151,0.5739,0.5475,0.6696,0.6086
