Time,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC,Sky Sport - Life Needs More Sport 45 TVC
42.7,0.024,0.5735,0.6081,0.6185,0.8002,0.7093,0.5684,0.4882,0.5283,0.4776,0.4687,0.4731
42.8,0.0269,0.5808,0.5977,0.6213,0.8169,0.7191,0.5478,0.471,0.5094,0.4722,0.4675,0.4698
42.9,0.03,0.5861,0.588,0.6229,0.8296,0.7262,0.5265,0.4544,0.4905,0.466,0.4663,0.4662
43,0.0334,0.5887,0.5791,0.6221,0.837,0.7296,0.5042,0.4383,0.4712,0.4587,0.4646,0.4616
43.1,0.0367,0.5878,0.5702,0.6173,0.8381,0.7277,0.4806,0.4221,0.4513,0.4495,0.4614,0.4554
43.2,0.0387,0.582,0.5603,0.6066,0.8316,0.7191,0.455,0.4053,0.4301,0.4379,0.4562,0.447
43.3,0.0372,0.5706,0.5486,0.5882,0.8163,0.7023,0.4272,0.3871,0.4072,0.4236,0.449,0.4363
43.4,0.0297,0.5527,0.5348,0.5599,0.7906,0.6753,0.3974,0.367,0.3822,0.4066,0.4402,0.4234
43.5,0.0139,0.5278,0.5194,0.5197,0.7528,0.6363,0.3659,0.3447,0.3553,0.3871,0.43,0.4085
43.6,-0.0118,0.4958,0.5023,0.4667,0.7014,0.584,0.3331,0.3199,0.3265,0.3649,0.4183,0.3916
43.7,-0.0473,0.457,0.4831,0.4007,0.636,0.5183,0.2995,0.2924,0.2959,0.3404,0.4045,0.3724
43.8,-0.0916,0.413,0.4612,0.323,0.5571,0.4401,0.2656,0.2621,0.2639,0.314,0.3884,0.3512
43.9,-0.1425,0.366,0.4368,0.2363,0.4675,0.3519,0.2322,0.2295,0.2309,0.2868,0.3705,0.3286
44,-0.196,0.3183,0.4107,0.1449,0.3719,0.2584,0.2,0.1956,0.1978,0.2599,0.3517,0.3058
44.1,-0.2475,0.272,0.3838,0.0544,0.2767,0.1655,0.1695,0.1614,0.1654,0.2344,0.3331,0.2837
44.2,-0.2924,0.2286,0.3568,-0.0299,0.188,0.079,0.1408,0.1276,0.1342,0.2111,0.3155,0.2633
44.3,-0.3278,0.1889,0.3298,-0.1042,0.1096,0.0027,0.1141,0.0949,0.1045,0.1906,0.2996,0.2451
44.4,-0.3532,0.1538,0.3035,-0.1664,0.0435,-0.0615,0.0898,0.0637,0.0767,0.1735,0.2861,0.2298
44.5,-0.3692,0.1242,0.2788,-0.2163,-0.0095,-0.1129,0.0683,0.0352,0.0517,0.1601,0.2759,0.218
44.6,-0.3767,0.1007,0.2563,-0.2544,-0.0487,-0.1516,0.0499,0.0104,0.0302,0.1507,0.2693,0.21
44.7,-0.3762,0.0837,0.2366,-0.2816,-0.0748,-0.1782,0.0347,-0.0101,0.0123,0.1453,0.2665,0.2059
44.8,-0.3675,0.0727,0.2199,-0.2983,-0.0892,-0.1937,0.0223,-0.0263,-0.002,0.1437,0.2675,0.2056
44.9,-0.3505,0.0669,0.2064,-0.3052,-0.0933,-0.1993,0.0128,-0.0381,-0.0127,0.1458,0.2724,0.2091
