Time,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC,Apple - Detectives Cinematic Mode 60 TVC
42.6,-0.214,0.3115,0.3439,0.2777,0.2973,0.2875,0.3484,0.1977,0.2731,0.3071,0.3906,0.3488
42.7,-0.2359,0.3209,0.3454,0.2936,0.291,0.2923,0.3442,0.1993,0.2718,0.3198,0.3997,0.3597
42.8,-0.256,0.3319,0.3474,0.3116,0.2864,0.299,0.3388,0.2008,0.2698,0.3308,0.4069,0.3689
42.9,-0.2738,0.3449,0.3501,0.331,0.2844,0.3077,0.3329,0.2023,0.2676,0.3398,0.412,0.3759
43,-0.2893,0.3595,0.3536,0.3512,0.2861,0.3186,0.3273,0.2043,0.2658,0.3463,0.4146,0.3805
43.1,-0.3027,0.3749,0.3572,0.371,0.2915,0.3313,0.3228,0.2068,0.2648,0.3504,0.4146,0.3825
43.2,-0.3146,0.3902,0.3605,0.3894,0.3,0.3447,0.3196,0.2098,0.2647,0.3518,0.4116,0.3817
43.3,-0.3255,0.4043,0.3634,0.405,0.3109,0.3579,0.3181,0.2136,0.2659,0.3507,0.4056,0.3782
43.4,-0.3353,0.4172,0.3666,0.4175,0.3239,0.3707,0.3185,0.2186,0.2686,0.3476,0.3965,0.3721
43.5,-0.3443,0.4289,0.3705,0.427,0.339,0.383,0.3211,0.2253,0.2732,0.3433,0.3843,0.3638
43.6,-0.3527,0.4395,0.375,0.4344,0.3566,0.3955,0.326,0.234,0.28,0.3384,0.3692,0.3538
43.7,-0.3614,0.4488,0.3797,0.4404,0.3768,0.4086,0.3332,0.2449,0.2891,0.3336,0.352,0.3428
43.8,-0.3715,0.4564,0.3847,0.445,0.3991,0.422,0.3423,0.258,0.3001,0.3292,0.3334,0.3313
43.9,-0.3836,0.4619,0.3902,0.4479,0.4223,0.4351,0.3525,0.2727,0.3126,0.3253,0.3144,0.3199
44,-0.3972,0.4652,0.3966,0.4486,0.4454,0.447,0.3627,0.2882,0.3255,0.3218,0.2956,0.3087
44.1,-0.4115,0.4663,0.4035,0.4471,0.4674,0.4572,0.3724,0.3035,0.3379,0.3187,0.2781,0.2984
44.2,-0.4257,0.4656,0.4105,0.4438,0.4877,0.4657,0.3812,0.3179,0.3495,0.3167,0.2628,0.2897
44.3,-0.4396,0.4639,0.4176,0.4398,0.5065,0.4731,0.3891,0.3313,0.3602,0.3164,0.2511,0.2837
44.4,-0.4525,0.4618,0.4252,0.436,0.5239,0.4799,0.3958,0.3438,0.3698,0.3184,0.2437,0.2811
44.5,-0.4635,0.4599,0.4339,0.4329,0.5401,0.4865,0.4008,0.3559,0.3784,0.3225,0.2408,0.2816
44.6,-0.4713,0.4586,0.4441,0.4303,0.5546,0.4924,0.4038,0.3675,0.3857,0.328,0.2418,0.2849
44.7,-0.4749,0.458,0.4556,0.4274,0.5668,0.4971,0.4041,0.3783,0.3912,0.3343,0.2455,0.2899
44.8,-0.4739,0.458,0.4678,0.4234,0.5764,0.4999,0.4014,0.3879,0.3946,0.341,0.2511,0.296
44.9,-0.4681,0.4587,0.4802,0.4183,0.5831,0.5007,0.3955,0.3958,0.3957,0.3478,0.2579,0.3029
45,-0.4573,0.4603,0.4921,0.4123,0.5874,0.4999,0.3867,0.4019,0.3943,0.3549,0.2656,0.3102
45.1,-0.4411,0.4629,0.5029,0.4064,0.5902,0.4983,0.3755,0.4056,0.3905,0.362,0.2741,0.318
45.2,-0.4193,0.4664,0.5124,0.4012,0.592,0.4966,0.3622,0.407,0.3846,0.3691,0.2834,0.3263
45.3,-0.3919,0.4709,0.5202,0.3969,0.593,0.495,0.3476,0.4062,0.3769,0.3767,0.2935,0.3351
45.4,-0.3588,0.4762,0.5269,0.3939,0.593,0.4935,0.3325,0.4041,0.3683,0.385,0.3046,0.3448
45.5,-0.3206,0.482,0.5326,0.3926,0.592,0.4923,0.3179,0.4014,0.3596,0.3942,0.3167,0.3555
45.6,-0.2786,0.488,0.5374,0.3932,0.5898,0.4915,0.3044,0.3985,0.3514,0.4042,0.3294,0.3668
45.7,-0.2348,0.4939,0.5406,0.3959,0.5868,0.4914,0.2924,0.3953,0.3438,0.4146,0.3416,0.3781
45.8,-0.1912,0.4996,0.5416,0.4004,0.5836,0.492,0.282,0.3917,0.3369,0.4249,0.352,0.3885
45.9,-0.1498,0.5049,0.5401,0.4063,0.5805,0.4934,0.2733,0.388,0.3306,0.4349,0.3595,0.3972
46,-0.1115,0.5102,0.5366,0.4132,0.5777,0.4955,0.2664,0.3842,0.3253,0.4441,0.3636,0.4038
46.1,-0.0767,0.5156,0.5314,0.421,0.5755,0.4983,0.2616,0.3804,0.321,0.4517,0.3642,0.408
46.2,-0.0458,0.5215,0.5246,0.4302,0.5741,0.5021,0.2592,0.3765,0.3178,0.4573,0.3615,0.4094
46.3,-0.0197,0.5279,0.5162,0.4411,0.5736,0.5074,0.2592,0.3728,0.316,0.461,0.3563,0.4087
46.4,0.001,0.5347,0.5065,0.454,0.5742,0.5141,0.2619,0.3696,0.3158,0.4635,0.3496,0.4065
46.5,0.0159,0.5418,0.4964,0.4685,0.5758,0.5221,0.2671,0.3676,0.3174,0.4653,0.3428,0.404
46.6,0.0258,0.5492,0.4868,0.484,0.5781,0.5311,0.2748,0.367,0.3209,0.4669,0.3369,0.4019
46.7,0.0312,0.5569,0.4784,0.5001,0.5814,0.5408,0.2851,0.368,0.3266,0.4685,0.333,0.4007
46.8,0.0328,0.5653,0.4711,0.5174,0.5861,0.5517,0.2982,0.3705,0.3343,0.47,0.3313,0.4007
46.9,0.0309,0.5748,0.4649,0.5365,0.5923,0.5644,0.3141,0.3747,0.3444,0.4714,0.3321,0.4018
47,0.0261,0.5856,0.4598,0.5579,0.5997,0.5788,0.3327,0.3803,0.3565,0.4724,0.3355,0.4039
47.1,0.019,0.5977,0.4559,0.5812,0.6076,0.5944,0.3537,0.3874,0.3706,0.4732,0.3414,0.4073
47.2,0.0104,0.6105,0.4536,0.6052,0.6151,0.6101,0.3763,0.3957,0.386,0.4739,0.3498,0.4119
47.3,0.0012,0.6235,0.4532,0.6289,0.6214,0.6252,0.3997,0.4051,0.4024,0.4748,0.3603,0.4176
47.4,-0.0079,0.6364,0.4547,0.6523,0.6264,0.6393,0.4236,0.4155,0.4195,0.4761,0.3725,0.4243
47.5,-0.0164,0.6492,0.4584,0.6755,0.6302,0.6529,0.4479,0.4265,0.4372,0.4781,0.3861,0.4321
47.6,-0.024,0.662,0.4645,0.6985,0.6334,0.6659,0.4725,0.438,0.4553,0.481,0.4007,0.4409
47.7,-0.0305,0.6749,0.473,0.7205,0.6359,0.6782,0.4966,0.4494,0.473,0.4851,0.4162,0.4506
47.8,-0.0359,0.6872,0.4832,0.74,0.6375,0.6888,0.5189,0.4594,0.4891,0.4898,0.4317,0.4607
47.9,-0.041,0.6981,0.4939,0.756,0.6371,0.6965,0.5378,0.4668,0.5023,0.4942,0.4461,0.4701
48,-0.0464,0.7069,0.5033,0.7673,0.6337,0.7005,0.5521,0.4701,0.5111,0.4969,0.4582,0.4775
48.1,-0.0528,0.7131,0.5099,0.7737,0.6268,0.7003,0.5609,0.4682,0.5146,0.4969,0.4669,0.4819
48.2,-0.0607,0.7171,0.5133,0.7754,0.6167,0.6961,0.5643,0.4612,0.5128,0.4938,0.4717,0.4827
48.3,-0.07,0.7194,0.5136,0.7732,0.6042,0.6887,0.5631,0.4495,0.5063,0.4879,0.4724,0.4802
48.4,-0.0805,0.7205,0.5111,0.7679,0.5903,0.6791,0.5581,0.4342,0.4962,0.4795,0.4692,0.4743
48.5,-0.0915,0.7205,0.5056,0.76,0.5753,0.6676,0.5503,0.4161,0.4832,0.4686,0.4619,0.4653
48.6,-0.103,0.7193,0.4973,0.7492,0.5593,0.6543,0.5402,0.396,0.4681,0.4554,0.4508,0.4531
48.7,-0.1157,0.7168,0.4869,0.7353,0.5424,0.6388,0.5283,0.3753,0.4518,0.44,0.4359,0.438
48.8,-0.1306,0.7133,0.4751,0.7183,0.5253,0.6218,0.5154,0.3551,0.4353,0.4228,0.4176,0.4202
48.9,-0.1487,0.7089,0.4624,0.699,0.5087,0.6039,0.5021,0.3365,0.4193,0.4041,0.3964,0.4003
49,-0.1701,0.7042,0.4493,0.6785,0.4934,0.586,0.4888,0.3201,0.4045,0.3845,0.3729,0.3787
49.1,-0.1936,0.6994,0.436,0.6576,0.48,0.5688,0.4761,0.3063,0.3912,0.3648,0.348,0.3564
49.2,-0.2174,0.6947,0.423,0.6368,0.4687,0.5528,0.4644,0.2951,0.3798,0.3456,0.3229,0.3343
49.3,-0.2396,0.6902,0.4109,0.617,0.4602,0.5386,0.4542,0.287,0.3706,0.3277,0.2988,0.3132
49.4,-0.2582,0.6863,0.4003,0.5993,0.4549,0.5271,0.4462,0.2821,0.3641,0.3117,0.277,0.2944
49.5,-0.2716,0.6832,0.3915,0.5851,0.453,0.5191,0.4406,0.2809,0.3607,0.2983,0.2586,0.2785
49.6,-0.2782,0.681,0.3849,0.5755,0.4548,0.5151,0.4373,0.2835,0.3604,0.2879,0.2443,0.2661
49.7,-0.2763,0.6798,0.3806,0.5712,0.4597,0.5154,0.4357,0.29,0.3628,0.2809,0.234,0.2574
49.8,-0.2649,0.6793,0.3791,0.5728,0.467,0.5199,0.435,0.3,0.3675,0.2773,0.2277,0.2525
49.9,-0.2429,0.6796,0.3802,0.5803,0.4763,0.5283,0.435,0.3127,0.3739,0.277,0.2254,0.2512
50,-0.2103,0.6808,0.3835,0.5939,0.4871,0.5405,0.4356,0.3275,0.3815,0.2797,0.227,0.2533
50.1,-0.1678,0.683,0.3889,0.6138,0.4988,0.5563,0.4367,0.3442,0.3904,0.2852,0.2323,0.2587
50.2,-0.1161,0.6866,0.3966,0.6396,0.5109,0.5752,0.4384,0.3629,0.4006,0.2931,0.241,0.267
50.3,-0.0564,0.6915,0.4068,0.6706,0.5228,0.5967,0.4408,0.3835,0.4121,0.3033,0.2528,0.278
50.4,0.0105,0.6975,0.4198,0.7058,0.534,0.6199,0.4438,0.4056,0.4247,0.3159,0.2678,0.2918
50.5,0.0834,0.7037,0.4353,0.7435,0.5443,0.6439,0.4472,0.4283,0.4378,0.3306,0.2862,0.3084
50.6,0.1599,0.709,0.4529,0.782,0.5536,0.6678,0.451,0.4511,0.451,0.3471,0.3077,0.3274
50.7,0.2368,0.7129,0.4721,0.8196,0.5619,0.6908,0.4548,0.4734,0.4641,0.3645,0.3315,0.348
50.8,0.3103,0.7154,0.4922,0.8547,0.569,0.7119,0.4588,0.4949,0.4768,0.3821,0.3565,0.3693
50.9,0.3776,0.7164,0.5119,0.8855,0.5751,0.7303,0.4626,0.5151,0.4888,0.3994,0.382,0.3907
51,0.4369,0.716,0.5295,0.9108,0.5797,0.7453,0.4655,0.5328,0.4991,0.416,0.407,0.4115
51.1,0.4871,0.7135,0.5435,0.9296,0.5824,0.756,0.4668,0.5466,0.5067,0.431,0.4305,0.4307
51.2,0.5277,0.7086,0.5526,0.9412,0.5823,0.7617,0.4657,0.5554,0.5105,0.4435,0.451,0.4473
51.3,0.558,0.7011,0.5564,0.9451,0.5785,0.7618,0.462,0.5582,0.5101,0.4527,0.4675,0.4601
51.4,0.5775,0.6914,0.5552,0.9415,0.5709,0.7562,0.4559,0.5553,0.5056,0.4583,0.4796,0.469
51.5,0.5866,0.6799,0.5499,0.9304,0.5596,0.745,0.448,0.5476,0.4978,0.4611,0.4878,0.4745
51.6,0.5861,0.6673,0.542,0.913,0.5458,0.7294,0.4392,0.5371,0.4881,0.4625,0.4929,0.4777
51.7,0.5773,0.6541,0.5326,0.8902,0.5307,0.7105,0.4306,0.5257,0.4781,0.463,0.4954,0.4792
51.8,0.5605,0.6403,0.5224,0.863,0.515,0.689,0.4227,0.5145,0.4686,0.4631,0.4958,0.4795
51.9,0.5353,0.6259,0.5118,0.8321,0.499,0.6655,0.4153,0.5041,0.4597,0.4628,0.4944,0.4786
52,0.5003,0.6109,0.5013,0.7984,0.483,0.6407,0.4085,0.4946,0.4516,0.4623,0.4915,0.4769
52.1,0.455,0.596,0.491,0.7637,0.468,0.6158,0.4027,0.4866,0.4446,0.4616,0.4875,0.4746
52.2,0.4006,0.5818,0.4813,0.7298,0.4554,0.5926,0.3985,0.4807,0.4396,0.4608,0.4829,0.4719
52.3,0.3398,0.5684,0.472,0.6978,0.4459,0.5719,0.3964,0.4766,0.4365,0.4599,0.4782,0.469
52.4,0.2758,0.5555,0.4628,0.6682,0.4394,0.5538,0.3963,0.4737,0.435,0.4588,0.4739,0.4664
52.5,0.2116,0.543,0.4534,0.6405,0.4352,0.5379,0.3969,0.4707,0.4338,0.4578,0.4708,0.4643
52.6,0.1497,0.5312,0.4439,0.6154,0.4336,0.5245,0.3974,0.467,0.4322,0.4571,0.469,0.4631
52.7,0.0916,0.5209,0.4348,0.5939,0.4353,0.5146,0.3976,0.4631,0.4303,0.4571,0.4685,0.4628
52.8,0.0393,0.513,0.4268,0.577,0.4409,0.5089,0.3978,0.4597,0.4287,0.4576,0.4691,0.4633
52.9,-0.0052,0.5075,0.4202,0.5649,0.4495,0.5072,0.3978,0.4571,0.4274,0.4583,0.4707,0.4645
53,-0.0404,0.5035,0.4149,0.5571,0.4591,0.5081,0.397,0.4549,0.4259,0.4587,0.473,0.4659
53.1,-0.0654,0.5009,0.4105,0.5529,0.4677,0.5103,0.3949,0.4524,0.4237,0.4586,0.4758,0.4672
53.2,-0.0801,0.4993,0.4069,0.552,0.4747,0.5134,0.392,0.4496,0.4208,0.4576,0.4789,0.4682
53.3,-0.0852,0.499,0.404,0.5544,0.4802,0.5173,0.3894,0.4472,0.4183,0.4558,0.4823,0.469
53.4,-0.0813,0.5,0.4023,0.5596,0.4844,0.522,0.3878,0.4457,0.4168,0.453,0.486,0.4695
53.5,-0.0689,0.5019,0.402,0.5668,0.4874,0.5271,0.3874,0.4452,0.4163,0.4494,0.49,0.4697
53.6,-0.0485,0.5045,0.403,0.575,0.4888,0.5319,0.3878,0.445,0.4164,0.4448,0.4941,0.4694
53.7,-0.0204,0.5081,0.4049,0.5839,0.4894,0.5366,0.3885,0.4446,0.4166,0.44,0.4983,0.4692
53.8,0.0152,0.5134,0.4077,0.5936,0.4901,0.5419,0.3891,0.4438,0.4164,0.4355,0.5028,0.4691
53.9,0.0574,0.5208,0.4118,0.6045,0.4916,0.548,0.3894,0.4429,0.4161,0.4314,0.5076,0.4695
54,0.1039,0.5298,0.4176,0.6166,0.4935,0.555,0.3894,0.4421,0.4158,0.4279,0.5127,0.4703
54.1,0.153,0.5401,0.4257,0.63,0.4952,0.5626,0.3895,0.4416,0.4156,0.4252,0.5183,0.4718
54.2,0.2041,0.5514,0.4361,0.6453,0.4963,0.5708,0.3901,0.4416,0.4159,0.4237,0.5246,0.4742
54.3,0.2573,0.5642,0.4486,0.6634,0.4971,0.5803,0.3918,0.4422,0.417,0.4234,0.5317,0.4775
54.4,0.3129,0.5788,0.4633,0.6851,0.4981,0.5916,0.3947,0.4438,0.4193,0.4235,0.5392,0.4814
54.5,0.37,0.5951,0.4808,0.7097,0.4994,0.6045,0.3984,0.4473,0.4228,0.4235,0.5466,0.485
54.6,0.4271,0.6125,0.5013,0.7364,0.5006,0.6185,0.403,0.4534,0.4282,0.4228,0.5538,0.4883
54.7,0.4822,0.6302,0.5245,0.7637,0.5015,0.6326,0.4092,0.4627,0.436,0.4218,0.5611,0.4914
54.8,0.5336,0.6479,0.5492,0.7909,0.5028,0.6468,0.4184,0.4758,0.4471,0.4211,0.569,0.495
54.9,0.5793,0.6653,0.5747,0.8171,0.5056,0.6613,0.4321,0.4927,0.4624,0.4211,0.5778,0.4994
55,0.6171,0.6826,0.6002,0.8417,0.5108,0.6762,0.451,0.5133,0.4821,0.4218,0.5872,0.5045
55.1,0.6451,0.6991,0.6253,0.8631,0.518,0.6905,0.4746,0.5363,0.5055,0.4225,0.5967,0.5096
55.2,0.662,0.7141,0.6493,0.8794,0.526,0.7027,0.5021,0.5606,0.5314,0.4226,0.6055,0.514
55.3,0.6674,0.7263,0.6709,0.8893,0.5338,0.7116,0.5325,0.5847,0.5586,0.4211,0.6127,0.5169
55.4,0.6617,0.7349,0.6892,0.8915,0.5408,0.7161,0.5644,0.6075,0.586,0.4175,0.6176,0.5176
55.5,0.6461,0.7391,0.7037,0.8848,0.5466,0.7157,0.5968,0.6279,0.6124,0.4111,0.6195,0.5153
55.6,0.6226,0.7384,0.7143,0.8675,0.5506,0.709,0.6282,0.6448,0.6365,0.4018,0.6182,0.51
55.7,0.5923,0.7319,0.7212,0.8381,0.5519,0.695,0.6569,0.6574,0.6571,0.3901,0.6139,0.502
55.8,0.556,0.7195,0.7248,0.7967,0.5497,0.6732,0.6808,0.6652,0.673,0.3762,0.6064,0.4913
55.9,0.5137,0.7018,0.7256,0.7453,0.5442,0.6448,0.6983,0.6689,0.6836,0.3603,0.5955,0.4779
56,0.4663,0.6801,0.7239,0.6875,0.5363,0.6119,0.7092,0.6695,0.6893,0.3422,0.5804,0.4613
56.1,0.416,0.656,0.7201,0.6277,0.5271,0.5774,0.7144,0.6681,0.6912,0.3221,0.5611,0.4416
56.2,0.3657,0.6313,0.714,0.5695,0.5175,0.5435,0.7149,0.6657,0.6903,0.3005,0.5387,0.4196
56.3,0.3175,0.6071,0.7052,0.5156,0.5083,0.5119,0.7109,0.6629,0.6869,0.2789,0.5144,0.3967
56.4,0.2715,0.5846,0.6938,0.467,0.5003,0.4837,0.7024,0.66,0.6812,0.2585,0.4895,0.374
56.5,0.2262,0.5642,0.6802,0.4245,0.495,0.4597,0.6892,0.6572,0.6732,0.24,0.4645,0.3523
56.6,0.1806,0.5462,0.6651,0.3882,0.4932,0.4407,0.6721,0.6547,0.6634,0.2246,0.4404,0.3325
56.7,0.1348,0.5306,0.6492,0.3587,0.4958,0.4272,0.6529,0.6528,0.6529,0.214,0.4192,0.3166
56.8,0.0898,0.5172,0.6331,0.3364,0.5024,0.4194,0.6328,0.652,0.6424,0.2102,0.4028,0.3065
56.9,0.0469,0.5063,0.6171,0.3215,0.5129,0.4172,0.6129,0.6524,0.6326,0.2145,0.3926,0.3036
57,0.0065,0.4979,0.6017,0.3141,0.5265,0.4203,0.5935,0.6541,0.6238,0.227,0.3886,0.3078
57.1,-0.031,0.4923,0.5869,0.3142,0.5426,0.4284,0.5752,0.6571,0.6161,0.2466,0.39,0.3183
57.2,-0.0657,0.4891,0.5732,0.3214,0.5604,0.4409,0.5583,0.6611,0.6097,0.2717,0.3963,0.334
57.3,-0.0977,0.4873,0.5606,0.3344,0.5786,0.4565,0.5433,0.6655,0.6044,0.3005,0.4081,0.3543
57.4,-0.1264,0.486,0.5491,0.3524,0.5964,0.4744,0.5302,0.6697,0.6,0.3319,0.4256,0.3787
57.5,-0.1509,0.4843,0.5385,0.3745,0.6132,0.4939,0.5189,0.6731,0.596,0.3647,0.4481,0.4064
57.6,-0.1698,0.4824,0.529,0.4006,0.6291,0.5148,0.5092,0.6752,0.5922,0.3972,0.4734,0.4353
57.7,-0.1823,0.4811,0.521,0.4304,0.6442,0.5373,0.5014,0.6763,0.5888,0.4282,0.4994,0.4638
57.8,-0.1877,0.4811,0.5151,0.4634,0.6585,0.561,0.4959,0.6763,0.5861,0.4567,0.5242,0.4904
57.9,-0.1854,0.4826,0.5116,0.4985,0.6716,0.585,0.4932,0.6754,0.5843,0.4828,0.5474,0.5151
58,-0.1753,0.4852,0.5106,0.534,0.6829,0.6084,0.4939,0.6732,0.5835,0.5069,0.569,0.538
58.1,-0.1578,0.4888,0.5124,0.5687,0.6922,0.6304,0.4984,0.6697,0.584,0.529,0.5889,0.5589
58.2,-0.1341,0.4931,0.5178,0.6019,0.6992,0.6505,0.5065,0.6647,0.5856,0.5478,0.6061,0.577
58.3,-0.1059,0.4979,0.5275,0.6328,0.703,0.6679,0.5171,0.6584,0.5878,0.5625,0.6195,0.591
58.4,-0.0741,0.5024,0.5418,0.6607,0.7028,0.6818,0.5291,0.6509,0.59,0.5725,0.628,0.6003
58.5,-0.0389,0.5061,0.5598,0.6845,0.6976,0.691,0.5412,0.6421,0.5917,0.5778,0.6309,0.6044
58.6,-0.0007,0.5084,0.5801,0.7033,0.687,0.6951,0.553,0.6319,0.5925,0.5786,0.6277,0.6032
58.7,0.0388,0.5095,0.6012,0.717,0.6718,0.6944,0.564,0.6201,0.5921,0.575,0.6188,0.5969
58.8,0.0769,0.5097,0.6222,0.7256,0.6532,0.6894,0.5737,0.6069,0.5903,0.5676,0.6047,0.5862
58.9,0.111,0.5091,0.6423,0.7294,0.6327,0.681,0.582,0.5924,0.5872,0.5573,0.5869,0.5721
59,0.1396,0.5076,0.661,0.7289,0.6108,0.6698,0.5888,0.5772,0.583,0.5453,0.5665,0.5559
59.1,0.1624,0.5055,0.6776,0.7248,0.5885,0.6567,0.5942,0.562,0.5781,0.5322,0.545,0.5386
59.2,0.18,0.5033,0.691,0.7185,0.5667,0.6426,0.5985,0.5474,0.573,0.5183,0.5232,0.5208
59.3,0.1929,0.5019,0.7004,0.7113,0.5467,0.629,0.6022,0.5346,0.5684,0.5042,0.502,0.5031
59.4,0.202,0.5023,0.7055,0.7041,0.5296,0.6168,0.606,0.5242,0.5651,0.4906,0.4826,0.4866
59.5,0.2084,0.5049,0.7061,0.6974,0.5159,0.6066,0.6105,0.5164,0.5634,0.4785,0.4662,0.4723
59.6,0.2131,0.5098,0.7028,0.691,0.5057,0.5984,0.6158,0.5112,0.5635,0.4681,0.4535,0.4608
59.7,0.216,0.5164,0.696,0.685,0.4989,0.5919,0.6221,0.5081,0.5651,0.4593,0.4445,0.4519
59.8,0.217,0.524,0.6866,0.6795,0.4949,0.5872,0.6292,0.507,0.5681,0.4517,0.4388,0.4453
59.9,0.2169,0.5325,0.6748,0.6753,0.4933,0.5843,0.6378,0.508,0.5729,0.4453,0.436,0.4406
60,0.2167,0.5416,0.6612,0.6731,0.4936,0.5833,0.6483,0.5109,0.5796,0.4398,0.4357,0.4378
