Time,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC,Coles - Christmas 2023 60 TVC
43,0.3693,0.4187,0.4438,0.6362,0.2171,0.4267,0.4276,0.3743,0.401,0.2359,0.2418,0.2388
43.1,0.3107,0.3924,0.4412,0.5818,0.2029,0.3923,0.4333,0.3784,0.4059,0.2493,0.2354,0.2423
43.2,0.2454,0.3694,0.4402,0.5318,0.1903,0.3611,0.438,0.3828,0.4104,0.2602,0.2351,0.2476
43.3,0.1759,0.3508,0.4401,0.4888,0.18,0.3344,0.441,0.3875,0.4143,0.2686,0.2406,0.2546
43.4,0.1047,0.3367,0.4408,0.4535,0.1726,0.313,0.4422,0.3924,0.4173,0.2741,0.2514,0.2627
43.5,0.0336,0.3265,0.4417,0.4251,0.1679,0.2965,0.4413,0.3972,0.4192,0.2765,0.266,0.2713
43.6,-0.0354,0.3196,0.4427,0.4019,0.1661,0.284,0.4382,0.4023,0.4202,0.2759,0.2831,0.2795
43.7,-0.1004,0.3155,0.4436,0.3824,0.1672,0.2748,0.433,0.4075,0.4203,0.2725,0.3015,0.287
43.8,-0.1593,0.314,0.4436,0.3655,0.1712,0.2684,0.426,0.4127,0.4193,0.2674,0.3208,0.2941
43.9,-0.2094,0.3148,0.4416,0.3508,0.1776,0.2642,0.4173,0.417,0.4172,0.2615,0.341,0.3012
44,-0.2484,0.3176,0.4363,0.3381,0.1852,0.2616,0.4074,0.4197,0.4135,0.2556,0.362,0.3088
44.1,-0.275,0.3216,0.4279,0.3272,0.1926,0.2599,0.3967,0.4205,0.4086,0.2502,0.3838,0.317
44.2,-0.2888,0.3264,0.4179,0.3176,0.1988,0.2582,0.3857,0.4195,0.4026,0.2459,0.406,0.326
44.3,-0.29,0.3311,0.408,0.3083,0.2033,0.2558,0.3752,0.4175,0.3963,0.2438,0.4288,0.3363
44.4,-0.2788,0.3352,0.3992,0.2983,0.2059,0.2521,0.3656,0.4152,0.3904,0.2452,0.4521,0.3487
44.5,-0.2564,0.3382,0.3917,0.287,0.2068,0.2469,0.3575,0.4133,0.3854,0.2512,0.4757,0.3635
44.6,-0.2247,0.3403,0.3852,0.2746,0.2067,0.2407,0.3512,0.4123,0.3818,0.2623,0.4992,0.3808
44.7,-0.1862,0.342,0.38,0.2618,0.2061,0.234,0.3474,0.4118,0.3796,0.2787,0.5225,0.4006
44.8,-0.1432,0.3436,0.3762,0.2492,0.2053,0.2272,0.3464,0.4115,0.379,0.3,0.5459,0.4229
44.9,-0.0972,0.3454,0.3741,0.2371,0.2045,0.2208,0.3487,0.4116,0.3801,0.326,0.5696,0.4478
45,-0.0498,0.3471,0.3734,0.2258,0.204,0.2149,0.3549,0.413,0.3839,0.3569,0.5938,0.4753
45.1,-0.0037,0.3486,0.3735,0.2156,0.2038,0.2097,0.3655,0.4166,0.391,0.3925,0.6181,0.5053
45.2,0.0377,0.3496,0.3736,0.2074,0.2041,0.2058,0.3803,0.423,0.4016,0.4324,0.6418,0.5371
45.3,0.072,0.3504,0.3728,0.2018,0.205,0.2034,0.3988,0.4321,0.4154,0.475,0.6642,0.5696
45.4,0.0982,0.3518,0.3705,0.1996,0.2068,0.2032,0.4201,0.4435,0.4318,0.5181,0.6844,0.6013
45.5,0.1169,0.3548,0.3663,0.2013,0.2101,0.2057,0.443,0.4563,0.4496,0.5596,0.7017,0.6307
45.6,0.1292,0.3602,0.3603,0.2075,0.2159,0.2117,0.4667,0.4697,0.4682,0.5979,0.7157,0.6568
45.7,0.136,0.3683,0.353,0.2186,0.2251,0.2219,0.491,0.4836,0.4873,0.6319,0.7261,0.679
45.8,0.1369,0.379,0.3454,0.2344,0.2383,0.2364,0.5152,0.498,0.5066,0.6611,0.7327,0.6969
45.9,0.1303,0.3917,0.3374,0.2541,0.2552,0.2547,0.5389,0.5131,0.526,0.6849,0.7355,0.7102
46,0.1142,0.406,0.3286,0.2765,0.2756,0.276,0.5609,0.5283,0.5446,0.7027,0.7345,0.7186
46.1,0.0876,0.4215,0.3184,0.3009,0.2996,0.3002,0.5802,0.5423,0.5612,0.7143,0.7296,0.7219
46.2,0.0512,0.4384,0.3068,0.3271,0.3274,0.3272,0.5958,0.5545,0.5751,0.7199,0.7213,0.7206
46.3,0.007,0.457,0.2944,0.3551,0.3596,0.3574,0.607,0.5651,0.586,0.7205,0.7106,0.7156
46.4,-0.0415,0.4774,0.2819,0.3842,0.3956,0.3899,0.6141,0.5746,0.5944,0.7179,0.6988,0.7084
46.5,-0.0914,0.4995,0.2694,0.4136,0.4341,0.4238,0.6179,0.5831,0.6005,0.7137,0.6871,0.7004
46.6,-0.1396,0.5226,0.2568,0.4419,0.473,0.4575,0.6195,0.59,0.6048,0.7089,0.6763,0.6926
46.7,-0.184,0.5462,0.2442,0.468,0.5105,0.4893,0.6196,0.5943,0.6069,0.7038,0.6665,0.6851
46.8,-0.223,0.5695,0.2319,0.491,0.5454,0.5182,0.6186,0.5954,0.607,0.6982,0.6576,0.6779
46.9,-0.2558,0.5925,0.2207,0.5108,0.5772,0.544,0.6172,0.5937,0.6054,0.6922,0.6497,0.6709
47,-0.2826,0.615,0.211,0.5276,0.6056,0.5666,0.616,0.5899,0.6029,0.6863,0.6429,0.6646
47.1,-0.3042,0.637,0.2032,0.5415,0.6302,0.5859,0.6158,0.5848,0.6003,0.6813,0.638,0.6596
47.2,-0.3215,0.6581,0.1974,0.5525,0.6506,0.6016,0.6172,0.579,0.5981,0.6773,0.6354,0.6563
47.3,-0.335,0.6777,0.1938,0.5607,0.6666,0.6136,0.6205,0.5731,0.5968,0.6738,0.6357,0.6547
47.4,-0.3445,0.6953,0.1933,0.5663,0.6785,0.6224,0.625,0.5677,0.5964,0.6701,0.6391,0.6546
47.5,-0.3497,0.7104,0.1964,0.5701,0.6864,0.6282,0.6305,0.5625,0.5965,0.6663,0.6455,0.6559
47.6,-0.3504,0.7227,0.2029,0.573,0.6905,0.6318,0.6366,0.5572,0.5969,0.6626,0.6546,0.6586
47.7,-0.3471,0.7315,0.2116,0.576,0.6911,0.6335,0.6436,0.5513,0.5974,0.6592,0.6659,0.6625
47.8,-0.3407,0.7361,0.2213,0.5795,0.6883,0.6339,0.6519,0.5445,0.5982,0.6561,0.679,0.6675
47.9,-0.3322,0.7366,0.2306,0.5839,0.6823,0.6331,0.6616,0.5367,0.5991,0.6529,0.6932,0.673
48,-0.3221,0.7332,0.2392,0.5893,0.6734,0.6313,0.6726,0.5273,0.6,0.6492,0.7079,0.6785
48.1,-0.311,0.7272,0.247,0.5954,0.6615,0.6285,0.6849,0.5161,0.6005,0.6446,0.7227,0.6836
48.2,-0.2994,0.7193,0.2543,0.6022,0.6472,0.6247,0.6982,0.5032,0.6007,0.6389,0.7368,0.6879
48.3,-0.2879,0.7103,0.2612,0.6093,0.6313,0.6203,0.712,0.4892,0.6006,0.632,0.7493,0.6906
48.4,-0.2768,0.7006,0.2684,0.6169,0.6144,0.6157,0.7259,0.4754,0.6006,0.6237,0.7589,0.6913
48.5,-0.2655,0.6905,0.2761,0.6255,0.5973,0.6114,0.7395,0.4624,0.601,0.6135,0.7647,0.6891
48.6,-0.2532,0.6801,0.2844,0.635,0.5804,0.6077,0.7524,0.4509,0.6016,0.601,0.7659,0.6834
48.7,-0.2387,0.6696,0.293,0.6453,0.5638,0.6046,0.7638,0.4408,0.6023,0.5852,0.7615,0.6733
48.8,-0.2225,0.6592,0.3018,0.6554,0.5476,0.6015,0.7732,0.4322,0.6027,0.5659,0.7508,0.6584
48.9,-0.2062,0.6488,0.3103,0.6646,0.5319,0.5982,0.7801,0.4251,0.6026,0.5437,0.7337,0.6387
49,-0.1914,0.6379,0.3178,0.6723,0.5165,0.5944,0.7848,0.4196,0.6022,0.5205,0.7111,0.6158
49.1,-0.1792,0.6262,0.3235,0.6781,0.501,0.5895,0.7871,0.4158,0.6015,0.4982,0.6843,0.5913
49.2,-0.1698,0.6137,0.3269,0.6816,0.4852,0.5834,0.7866,0.4136,0.6001,0.4782,0.6547,0.5664
49.3,-0.1633,0.601,0.3281,0.6829,0.4693,0.5761,0.7827,0.4131,0.5979,0.4608,0.623,0.5419
49.4,-0.1598,0.5891,0.328,0.6821,0.4541,0.5681,0.7746,0.4145,0.5945,0.4465,0.5903,0.5184
49.5,-0.1593,0.5785,0.3276,0.6797,0.4399,0.5598,0.7615,0.418,0.5898,0.436,0.5585,0.4972
49.6,-0.1607,0.5693,0.3276,0.6761,0.4264,0.5512,0.7436,0.424,0.5838,0.4297,0.529,0.4793
49.7,-0.163,0.561,0.3285,0.6718,0.4125,0.5422,0.7214,0.4327,0.577,0.427,0.5026,0.4648
49.8,-0.1657,0.5531,0.3305,0.6675,0.3973,0.5324,0.6961,0.4435,0.5698,0.4266,0.4794,0.453
49.9,-0.1696,0.545,0.3341,0.6635,0.3799,0.5217,0.6686,0.4554,0.562,0.4267,0.4583,0.4425
50,-0.1755,0.5359,0.3396,0.6598,0.3599,0.5098,0.6388,0.4676,0.5532,0.4256,0.4382,0.4319
50.1,-0.1831,0.5252,0.3467,0.6552,0.3365,0.4959,0.6064,0.48,0.5432,0.4232,0.4183,0.4207
50.2,-0.1912,0.5121,0.3555,0.6489,0.3098,0.4794,0.5714,0.4929,0.5321,0.4196,0.3983,0.409
50.3,-0.1988,0.4964,0.3662,0.6401,0.2807,0.4604,0.5347,0.507,0.5209,0.4155,0.3782,0.3968
50.4,-0.2045,0.4786,0.3788,0.6288,0.2509,0.4398,0.4976,0.5229,0.5103,0.4103,0.3582,0.3842
50.5,-0.2076,0.4596,0.3929,0.6156,0.2224,0.419,0.4611,0.5406,0.5008,0.4034,0.3386,0.371
50.6,-0.2074,0.4404,0.4077,0.6018,0.1971,0.3995,0.4257,0.5591,0.4924,0.3945,0.3201,0.3573
50.7,-0.2032,0.4219,0.4223,0.5891,0.1763,0.3827,0.3917,0.5777,0.4847,0.3833,0.303,0.3432
50.8,-0.1947,0.4054,0.4362,0.5789,0.1611,0.37,0.3599,0.5957,0.4778,0.3705,0.2878,0.3292
50.9,-0.1825,0.392,0.4492,0.5714,0.1521,0.3617,0.3318,0.6127,0.4723,0.3567,0.2747,0.3157
51,-0.1693,0.3825,0.4613,0.5664,0.15,0.3582,0.3092,0.6288,0.469,0.3427,0.264,0.3033
51.1,-0.1585,0.3775,0.4728,0.5632,0.1556,0.3594,0.2933,0.6438,0.4686,0.3293,0.2561,0.2927
51.2,-0.1524,0.3777,0.4838,0.5612,0.1686,0.3649,0.2842,0.6576,0.4709,0.3166,0.2518,0.2842
51.3,-0.1508,0.3837,0.495,0.5601,0.189,0.3746,0.2813,0.6699,0.4756,0.3044,0.2522,0.2783
51.4,-0.1525,0.396,0.5065,0.5592,0.2162,0.3877,0.2837,0.6804,0.482,0.2923,0.2584,0.2754
51.5,-0.1562,0.4139,0.5178,0.5565,0.2495,0.403,0.2903,0.6885,0.4894,0.2806,0.2713,0.2759
51.6,-0.1609,0.436,0.5273,0.55,0.2877,0.4188,0.3002,0.6942,0.4972,0.2699,0.292,0.281
51.7,-0.1656,0.4601,0.5336,0.5385,0.3291,0.4338,0.3128,0.6977,0.5052,0.2616,0.3217,0.2917
51.8,-0.1693,0.4843,0.5371,0.5221,0.3713,0.4467,0.328,0.6999,0.514,0.2571,0.3606,0.3089
51.9,-0.1718,0.5068,0.5388,0.5016,0.412,0.4568,0.3458,0.7015,0.5237,0.2572,0.4082,0.3327
52,-0.1738,0.5262,0.5396,0.478,0.4495,0.4637,0.3656,0.7026,0.5341,0.2621,0.4629,0.3625
52.1,-0.1772,0.5414,0.5394,0.4522,0.4824,0.4673,0.3858,0.7025,0.5442,0.272,0.5217,0.3969
52.2,-0.1839,0.552,0.5375,0.4253,0.5099,0.4676,0.4049,0.7005,0.5527,0.2868,0.5814,0.4341
52.3,-0.1954,0.5581,0.5343,0.3988,0.5318,0.4653,0.4217,0.6956,0.5587,0.3061,0.6384,0.4722
52.4,-0.2115,0.5601,0.5314,0.374,0.5481,0.461,0.4357,0.6875,0.5616,0.3282,0.6889,0.5086
52.5,-0.2309,0.5585,0.5307,0.3518,0.5588,0.4553,0.4466,0.6759,0.5613,0.3512,0.7299,0.5406
52.6,-0.2514,0.5541,0.5332,0.3325,0.5645,0.4485,0.4545,0.6611,0.5578,0.3735,0.7596,0.5665
52.7,-0.2712,0.5473,0.5389,0.3164,0.5659,0.4411,0.4601,0.6434,0.5518,0.3946,0.7775,0.586
52.8,-0.2886,0.5385,0.5472,0.304,0.5632,0.4336,0.4643,0.6237,0.544,0.4144,0.7846,0.5995
52.9,-0.3025,0.5277,0.5572,0.2955,0.5566,0.426,0.4681,0.6029,0.5355,0.4326,0.7826,0.6076
53,-0.3118,0.5156,0.5681,0.2912,0.5461,0.4186,0.4724,0.582,0.5272,0.4487,0.7728,0.6108
53.1,-0.3166,0.5032,0.5793,0.2915,0.5325,0.412,0.4776,0.5615,0.5196,0.4621,0.7559,0.609
53.2,-0.3178,0.4916,0.5898,0.297,0.5172,0.4071,0.4836,0.5416,0.5126,0.4727,0.733,0.6028
53.3,-0.316,0.4817,0.5983,0.3081,0.5017,0.4049,0.4898,0.5223,0.506,0.4805,0.7052,0.5928
53.4,-0.3114,0.4746,0.6036,0.3252,0.4873,0.4063,0.4957,0.5037,0.4997,0.4853,0.674,0.5796
53.5,-0.3031,0.4709,0.6055,0.3479,0.4749,0.4114,0.5014,0.4864,0.4939,0.4869,0.641,0.5639
53.6,-0.291,0.4707,0.6044,0.3754,0.4655,0.4204,0.5069,0.4713,0.4891,0.4855,0.6081,0.5468
53.7,-0.276,0.4737,0.6007,0.4072,0.4599,0.4335,0.5122,0.4587,0.4854,0.4813,0.5771,0.5292
53.8,-0.26,0.4791,0.594,0.4429,0.4579,0.4504,0.5168,0.4483,0.4826,0.4744,0.5491,0.5118
53.9,-0.2453,0.4858,0.584,0.4819,0.4583,0.4701,0.5196,0.4397,0.4797,0.4648,0.525,0.4949
54,-0.2335,0.4927,0.5707,0.5232,0.4593,0.4912,0.5196,0.4319,0.4758,0.4526,0.5054,0.479
54.1,-0.2245,0.4991,0.5552,0.5645,0.4594,0.512,0.5161,0.425,0.4705,0.4386,0.49,0.4643
54.2,-0.218,0.5041,0.5383,0.6026,0.4576,0.5301,0.5088,0.4185,0.4637,0.4231,0.4782,0.4506
54.3,-0.2142,0.5067,0.5207,0.6341,0.4531,0.5436,0.4977,0.412,0.4549,0.4064,0.4687,0.4376
54.4,-0.2138,0.506,0.503,0.6579,0.4455,0.5517,0.4829,0.4054,0.4441,0.3887,0.4607,0.4247
54.5,-0.2171,0.5019,0.4862,0.673,0.4341,0.5536,0.4646,0.399,0.4318,0.3699,0.4537,0.4118
54.6,-0.2227,0.4941,0.4715,0.6792,0.418,0.5486,0.4435,0.394,0.4188,0.3505,0.4479,0.3992
54.7,-0.2291,0.4826,0.4598,0.6757,0.3968,0.5363,0.4198,0.3912,0.4055,0.3317,0.4432,0.3874
54.8,-0.2352,0.4672,0.4513,0.6624,0.3705,0.5165,0.3938,0.3911,0.3925,0.3141,0.4396,0.3768
54.9,-0.2409,0.4479,0.4458,0.6402,0.3397,0.4899,0.366,0.3936,0.3798,0.2983,0.4365,0.3674
55,-0.2468,0.426,0.4433,0.6119,0.3064,0.4592,0.3376,0.399,0.3683,0.2845,0.4336,0.3591
55.1,-0.2533,0.4034,0.4444,0.5811,0.2733,0.4272,0.3104,0.4079,0.3591,0.2729,0.4307,0.3518
55.2,-0.2605,0.3818,0.4495,0.5497,0.243,0.3963,0.2858,0.4204,0.3531,0.2636,0.4278,0.3457
55.3,-0.2679,0.3619,0.4579,0.5184,0.2168,0.3676,0.264,0.4353,0.3497,0.2556,0.4244,0.34
55.4,-0.2753,0.3444,0.4681,0.4874,0.1951,0.3412,0.2448,0.451,0.3479,0.248,0.4199,0.334
55.5,-0.2817,0.3301,0.4787,0.4572,0.1777,0.3174,0.2283,0.4656,0.3469,0.2403,0.4142,0.3273
55.6,-0.286,0.3205,0.49,0.4292,0.1649,0.297,0.2147,0.4786,0.3466,0.2326,0.4079,0.3202
55.7,-0.2871,0.317,0.5027,0.4047,0.1574,0.2811,0.2042,0.4905,0.3473,0.2252,0.402,0.3136
55.8,-0.2849,0.3193,0.517,0.3844,0.1555,0.2699,0.1967,0.5017,0.3492,0.2188,0.3977,0.3083
55.9,-0.279,0.327,0.5312,0.3685,0.1592,0.2639,0.1925,0.5122,0.3524,0.2145,0.396,0.3053
56,-0.2694,0.3397,0.5431,0.3578,0.1684,0.2631,0.1918,0.5221,0.3569,0.2135,0.3978,0.3056
56.1,-0.2565,0.3569,0.5505,0.3526,0.1825,0.2676,0.1953,0.5315,0.3634,0.2169,0.4037,0.3103
56.2,-0.2413,0.3778,0.5523,0.3527,0.2007,0.2767,0.203,0.5406,0.3718,0.2251,0.4141,0.3196
56.3,-0.2256,0.4009,0.5477,0.3561,0.2212,0.2887,0.2143,0.5494,0.3818,0.2378,0.4286,0.3332
56.4,-0.2115,0.4244,0.536,0.3608,0.2428,0.3018,0.2281,0.5571,0.3926,0.2542,0.4461,0.3501
56.5,-0.2013,0.4468,0.5175,0.3652,0.2644,0.3148,0.2437,0.563,0.4034,0.2736,0.4654,0.3695
56.6,-0.1964,0.467,0.4932,0.3682,0.2851,0.3266,0.2605,0.5663,0.4134,0.2956,0.4855,0.3905
56.7,-0.1964,0.4848,0.4653,0.3697,0.3041,0.3369,0.2782,0.5669,0.4226,0.3191,0.5051,0.4121
56.8,-0.2002,0.5002,0.4355,0.3695,0.3206,0.345,0.2966,0.5653,0.4309,0.3431,0.5232,0.4332
56.9,-0.2071,0.5131,0.405,0.3668,0.3333,0.35,0.3149,0.5617,0.4383,0.3669,0.5393,0.4531
57,-0.2169,0.5236,0.3747,0.3614,0.3413,0.3513,0.3319,0.5561,0.444,0.3901,0.5534,0.4718
57.1,-0.2294,0.5316,0.3452,0.3535,0.344,0.3488,0.3467,0.5487,0.4477,0.4125,0.5657,0.4891
57.2,-0.2447,0.5376,0.3175,0.3439,0.3419,0.3429,0.3584,0.5399,0.4492,0.4335,0.5759,0.5047
57.3,-0.2619,0.5422,0.2927,0.3329,0.3358,0.3344,0.3667,0.5304,0.4485,0.4524,0.5845,0.5185
57.4,-0.2801,0.5461,0.2714,0.3204,0.3268,0.3236,0.3713,0.5207,0.446,0.4685,0.592,0.5302
57.5,-0.2984,0.5496,0.2533,0.3061,0.3154,0.3108,0.3728,0.5109,0.4418,0.4818,0.5987,0.5402
57.6,-0.3164,0.5519,0.2379,0.2899,0.3019,0.2959,0.3714,0.5006,0.436,0.4923,0.6049,0.5486
57.7,-0.3341,0.5515,0.2245,0.2719,0.2861,0.279,0.3676,0.4893,0.4284,0.4998,0.6109,0.5554
57.8,-0.3498,0.5471,0.2128,0.2523,0.2684,0.2603,0.361,0.477,0.419,0.5041,0.6174,0.5607
57.9,-0.3618,0.538,0.2026,0.2316,0.2493,0.2405,0.3516,0.4636,0.4076,0.5048,0.6248,0.5648
58,-0.3679,0.5248,0.1941,0.2102,0.2298,0.22,0.3392,0.4492,0.3942,0.5018,0.6335,0.5677
58.1,-0.3669,0.508,0.1867,0.1886,0.2106,0.1996,0.324,0.4338,0.3789,0.4952,0.6432,0.5692
58.2,-0.3578,0.4884,0.1803,0.1677,0.1923,0.18,0.3069,0.4176,0.3623,0.4844,0.6534,0.5689
58.3,-0.3406,0.4671,0.1746,0.1486,0.1759,0.1622,0.2888,0.4007,0.3448,0.4692,0.6641,0.5667
58.4,-0.3168,0.4457,0.1701,0.1332,0.1627,0.148,0.2706,0.3835,0.327,0.4495,0.6754,0.5625
58.5,-0.289,0.4259,0.1672,0.1225,0.1536,0.1381,0.2528,0.3662,0.3095,0.4256,0.6872,0.5564
58.6,-0.2599,0.4092,0.1668,0.1161,0.1486,0.1324,0.2357,0.3493,0.2925,0.3981,0.6987,0.5484
58.7,-0.232,0.3967,0.1691,0.114,0.1477,0.1309,0.2201,0.3336,0.2769,0.3675,0.7094,0.5385
58.8,-0.2069,0.3894,0.1743,0.1168,0.151,0.1339,0.2074,0.3199,0.2637,0.3347,0.7191,0.5269
58.9,-0.185,0.3879,0.1822,0.1253,0.1593,0.1423,0.1987,0.3091,0.2539,0.3012,0.7281,0.5146
59,-0.1651,0.3924,0.1923,0.1398,0.1729,0.1563,0.1944,0.3014,0.2479,0.269,0.7363,0.5027
59.1,-0.1468,0.4017,0.2038,0.1592,0.1917,0.1755,0.194,0.2969,0.2454,0.2397,0.7432,0.4914
59.2,-0.1302,0.4136,0.2152,0.1811,0.2143,0.1977,0.1967,0.2947,0.2457,0.2137,0.7473,0.4805
59.3,-0.1162,0.4266,0.2253,0.2036,0.2395,0.2215,0.2024,0.2947,0.2486,0.1916,0.7476,0.4696
59.4,-0.1052,0.4396,0.2331,0.2257,0.2665,0.2461,0.211,0.297,0.254,0.1743,0.7438,0.4591
59.5,-0.0971,0.4524,0.2386,0.2472,0.2949,0.2711,0.2217,0.3023,0.262,0.1629,0.7358,0.4494
59.6,-0.0915,0.4646,0.2414,0.2675,0.3242,0.2958,0.2331,0.3106,0.2718,0.1578,0.7243,0.441
59.7,-0.0884,0.4757,0.2412,0.2859,0.3538,0.3198,0.2438,0.3214,0.2826,0.1593,0.71,0.4347
59.8,-0.0879,0.4852,0.2382,0.3025,0.3832,0.3428,0.2529,0.3338,0.2934,0.1672,0.6947,0.4309
59.9,-0.0899,0.4928,0.2324,0.3173,0.4122,0.3647,0.2598,0.3466,0.3032,0.1815,0.6797,0.4306
